Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@TomFitton @realDonaldTrump Somebody stop paying Anthony ""we're heading in the wrong direction"" Fauxci!",fauci,FAVOR,_,_,1280783218774618113
@DavidJHarrisJr He is spot on. both should be in jail for this scam pandemic #Scamdemic #BillGatesIsEvil #BillGates #LockThemUp,fauci,FAVOR,_,_,1280804171848056834
@DailyMail It’s time for Fauci to resign. He’s made so many bad predictions. He’s been so inconsistent. Caused so much fear &amp; pain. Trump couldn’t initially because of politics but now Fauci is actively undermining the President.,fauci,FAVOR,_,_,1280848481658327041
"The particles of a virus found in the air through droplets are going to be 1-2000 times smaller than the smallest openings in a facemask.

As #Fauci said facemaks are a false sense of security.",fauci,FAVOR,_,_,1280861133264560129
"@RudyGiuliani Wait wtf? :rolling_on_the_floor_laughing::joy:

Fauci has to go.",fauci,FAVOR,_,_,1280884276821667841
"@SharonGibson3 Stupid is. as stupid does. #Run4estRun :running::running::running:

#Masks4All 
#StayHomeSaveLives",fauci,FAVOR,_,_,1280886634406449153
"If the CCP virus was so deadly, why weren’t gas and grocery store clerks dropping like flies when those were the only businesses that were open?",fauci,FAVOR,_,_,1280892443085271041
"@RudyGiuliani They have every single aspect covered! If it's low rates, don't be comforted.  Not 1 person in a mask, but 2 because it's ""safer"".  You read research that says X, well here's one that say Y. Protest/riots don't increase risk, people living freely does increase risk.",fauci,FAVOR,_,_,1280903091341144066
@RudyGiuliani @atensnut Oh and somehow??? He knew back in 2017 there was going to be a pandemic of some sort in 2020.,fauci,FAVOR,_,_,1280906389406318592
"Be a Man, Don't wear a Mask!",fauci,FAVOR,_,_,1280911359622950914
@realDonaldTrump @TuckerCarlson They say we might be able to get covid twice and herd immunity won't work. Doesn't that mean a vaccine wouldn't work either? #endthelockdown #covid19,fauci,FAVOR,_,_,1280913745385082886
"@MaryGraceMedia Give Every American a free Dose of 
Z-Pack and Hydrochloriquin (Through their Dr.s ofcourse) and Lets OPEN UP!",fauci,FAVOR,_,_,1280919664172969984
@realDonaldTrump President @realDonaldTrump it’s time to,fauci,FAVOR,_,_,1280921606081126401
@DailyCaller Why isn't he promoting boosting our immune system with vitamins and minerals?,fauci,FAVOR,_,_,1280927099914772482
@jazz_central This guy is the worst.,fauci,FAVOR,_,_,1280929243086696450
@ConservativeJe7 Agreed 100%,fauci,FAVOR,_,_,1280932452387741696
"@catturd2 How many people died due to #Fauci lying in March about “masks not being necessary but to make yourself feel better”? And when he said we “could still go to the gym, movies, mall”? Then admitted he fibbed bcuz he didn’t want a run on masks!",fauci,FAVOR,_,_,1280939191816409089
@drdavidsamadi Fauci failed those with vector borne illnesses. He is failing us again with this gargbage. Fauci needs to go.,fauci,FAVOR,_,_,1280942841003417602
@TomFitton @realDonaldTrump Is he reading from Faucis notes? He needs to be replaced along with,fauci,FAVOR,_,_,1280944582440685568
"@realDonaldTrump @CDCgov I will follow the CDC guidelines and protect my children from dying - school can be back next Spring. Virtual school worked just fine. You do not know or understand science.  COVID is killing Americans and now children.  
GET A VACCINE - and",fauci,FAVOR,_,_,1280944774296600577
@sparkledocawake You are the Only False Narrative I see...,fauci,FAVOR,_,_,1280944930542817280
@drdavidsamadi WTH? Don't take comfort in less death? What is this person talking about?,fauci,FAVOR,_,_,1280946792054419457
@RudyGiuliani Please tell @POTUS @realDonaldTrump to,fauci,FAVOR,_,_,1280959527052095488
DONALD TRUMP IS PLAYING NOVEMBER POLTICS WITH THE #COVID19 PANDEMIC BY  DISAGREEING &amp; TRYING TO BLAME DR. FAUCI FOR ANY MISCUES TO MAKE HIMSELF UNACCOUNTABLE. #TRUMP IS THE #GoodNewsOnly PRESIDENT OF THE UNITED STATES OF AMERICA. #CNN #FOXNEWS,fauci,FAVOR,_,_,1280981961385934848
@drdavidsamadi I am more wondering when will #DrFauci get anything right. The man has literally been wrong on everything.,fauci,FAVOR,_,_,1280984004892651521
@RudyGiuliani Enough of fauci. He cant get anything right except colapse econemy,fauci,FAVOR,_,_,1280984298401796096
"@thehill #FireFauci #DeepStateFlunkyFauci 

There aren't words for how much I loath this #ShitWeaselFauci 

.@realDonaldTrump 

Get rid of",fauci,FAVOR,_,_,1280984889471483905
@POTUS it should be clear by now that Dr. #Fauci is NOT a friend to the Constitution. FIRE HIM!!!!,fauci,FAVOR,_,_,1280989021628444677
"@RudyGiuliani Anthony Fauci is Big Pharma salesman, he would push any narrative that helps Democracts win and that makes money for Big Pharma!

@va_shiva",fauci,FAVOR,_,_,1280990539693752320
"@RepAndyBiggsAZ Fauci is a bureaucrat, a desk doctor.

He hasn't seen a patient in years.",fauci,FAVOR,_,_,1280999435875389441
@sean_spicier I don’t think he has practiced medicine for decades.He’s been wrong about pretty much everything from the beginning.Big wet blanket anytime there’s positive news.  I don’t believe a word he says. He has a financial interest in the pricey vaccine.,fauci,FAVOR,_,_,1281017668145995776
Is Fauci an enabler of the Fed’s bungled response to COVID-19 by giving it a “friendly face”? #COVIDー19 #coronavirus,fauci,FAVOR,_,_,1281020808802865152
@RudyGiuliani #DrFraudFauci is a fraud!!!,fauci,FAVOR,_,_,1281029340042604548
@Seanholloway @RepAndyBiggsAZ He’s referring to studies regarding contact tracing. Did you watch the complete video &amp; interchange bet. Rand Paul &amp; Fauci?,fauci,FAVOR,_,_,1281035573088542721
"@Texas21542413 Exactly! @GovAbbott #DanPatrick @SenTedCruz @JohnCornyn  Please, Open up Texas schools! #texansStrong schools NEED to open, no masks! #Plandemic  #FactsMatter #OpenSchools",fauci,FAVOR,_,_,1281040530592468992
"@thehill This man doesn't want us to celebrate a low death rate. He also doesn't want us to hug, shake hands or do anything that makes us human. This man is pure evil.",fauci,FAVOR,_,_,1281045198752100352
"@reaIDonalTrump_ Please please please Mr President, get rid of Dr Doom and Gloom!!!!!",fauci,FAVOR,_,_,1281047497683742720
@reaIDonalTrump_ Fire the liar :lying_face:,fauci,FAVOR,_,_,1281049214546477056
@Thomas1774Paine Why does this loser still have a platform to spew his lies?,fauci,FAVOR,_,_,1281050779130966016
@BrandonHathaw12 Must mean that vaccines are a requisite to going back. Can only be.,fauci,FAVOR,_,_,1281053329230114817
@DrMartyFox @realDonaldTrump I cant stand to listen to him speak hes a #FireFauci,fauci,FAVOR,_,_,1281064945543573504
"@Cindy40503648 @ItsCwissy @jobs4am @outofcontroljb @realDonaldTrump Then you’re disposing of your masks and gloves in biohaz waste bins? Naw. Also, HCQ works. I have been around the world &amp; caught many bugs &amp; I’m still here. #HCQWorks",fauci,FAVOR,_,_,1281068336646967297
@reaIDonalTrump_ YES !!  We want Fauci fired.,fauci,FAVOR,_,_,1281075368292569088
"@drdavidsamadi @LegendaryEnergy Fauci should resign/fired. The man is corrupt. He needs to have his license revoked or suspended. He is either the most evil leadership CDC has in their history, or he is the most incompetent medical professional. How many people have been harmed by his actions?",fauci,FAVOR,_,_,1281085679154405377
@drdavidsamadi When @realDonaldTrump loses the election. That’s his main goal and what he’s being paid to accomplish,fauci,FAVOR,_,_,1281096906735849479
"#DrFauci thinks w/ rising C-Rona cases that anyone actually needs a vaccine? Nope!

These fear mongers are trying to create a NEED by demanding testing to show YOU need it!

#Mask laws is a great segway into making the vaccine law by tell us they have a NEW strain now",fauci,FAVOR,_,_,1281104008082362368
@reaIDonalTrump_ His time is up! Thank you Mr. President.,fauci,FAVOR,_,_,1281106054156173312
@reaIDonalTrump_ Yesterday!!!,fauci,FAVOR,_,_,1281112045660835841
@reaIDonalTrump_ I do unless he is useful to help wake-up the population by showing who he is...,fauci,FAVOR,_,_,1281141317834289157
"@AngrierWHStaff Can't you just go to jail already, Rudy. You say the stupidest  things. #COVID19",fauci,FAVOR,_,_,1281169956365840384
@reaIDonalTrump_ Should have been released from his self perpetuating vaccine quest weeks ago!,fauci,FAVOR,_,_,1281179749591781377
@RepAndyBiggsAZ Somebody should tell @realDonaldTrump,fauci,FAVOR,_,_,1281192301650481152
"In about 2 years there are going to be a lot of people sick because they were wearing these silly masks breathing in toxic air 

Over time they are going to destroy their own immune systems because they allowed themselves to be manipulated by",fauci,FAVOR,_,_,1281193220672610304
@reaIDonalTrump_ Better late than never!,fauci,FAVOR,_,_,1281199775749210113
"@TrumpWarRoom @realDonaldTrump Stop all aid to WHO but don't give it to GAVI !!!
Since there is a cure for pennies, why do we need a vaccine and contact tracers!
#Scamdemic",fauci,FAVOR,_,_,1281211163850637312
@reaIDonalTrump_ :woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone::woman_raising_hand_medium-light_skin_tone: he has always been the #rat at the White House. He lies and he’s a #Clinton supporter!!,fauci,FAVOR,_,_,1281213164122603520
"@realDonaldTrump @WhiteHouse This is incredible.  Your level of comprehension is bizarre.  1/100th? You know what that means?   Wild.  And if you tested half as much, your percentage positive would increase and the ability to track infections would diminish.  You need to INCREASE testing.",fauci,FAVOR,_,_,1281213570819043329
"@realDonaldTrump @WhiteHouse So, if testing were half, would there be fewer deaths? 
Zero less dead.
You understand the ""low death rate"" you are proud of would double with testing and cases cut in half, right?
""Low death rate"" is a result of the ratio of identified cases (testing) vs. deaths.",fauci,FAVOR,_,_,1281214653008236550
@reaIDonalTrump_ #WeThePeople do!!!! I’m sure we could find a”less rich” Dr. who would not have anything to gain:heavy_dollar_sign:from this disease ... “Gates vaccine”:rage: #ChinaLiedPeopleDied,fauci,FAVOR,_,_,1281219975366074368
"I am not sure why Fauci is still going to #FakeNewsCNN every other day to cry!

He was wrong at every step of the way, another lockdown is crazy to think about!

#ChinaVirus
#COVID19",fauci,FAVOR,_,_,1281230016370454528
"Why are we letting a Deep State pawn dictate what we as Americans are going to do..with our Schools, church, communities...",fauci,FAVOR,_,_,1281230060024979458
"@ProjectLincoln While @realDonaldTrump is busy ignoring #covid19 - here’s all the evidence you need of the ignorance, incompetence and indifference of his administration. @VP @HHSGov @DHSgov @Surgeon_General #Birx",fauci,FAVOR,_,_,1281236794705575937
@drdavidsamadi That’s what the swamp wants.,fauci,FAVOR,_,_,1281237818283565058
@reaIDonalTrump_ :thumbs_up_light_skin_tone: he’s a joke!,fauci,FAVOR,_,_,1281238612634267653
"@realDonaldTrump The fake journalists understand the #ChinaVirus numbers. But they're counting on their audience being stupid.

Good News: (1) While confirmed cases continue to rise due to ""MORE testing"" the death rate is dropping. (2) The Virus is NOT deadly to the vast majority.

:arrow_right:",fauci,FAVOR,_,_,1281241057183834113
"Fauci now said: “it’s a false narrative to take comfort in a lower rate of death.”

Fauci earlier said: “Americans didn't need to change their behavior patterns.”

#DeepState Leprechaun knew all along that HCQ worked! Covid-19 deaths &amp; shut:arrow_down: :flag_for_United_States:could’ve been prevented!",fauci,FAVOR,_,_,1281249320126332934
@realDonaldTrump  please start a criminal investigation on Dr. Fauci. He should be fired and is working against you. You must know this,fauci,FAVOR,_,_,1281251051929325568
@thehill Why are people still putting a microphone in front of this clown?,fauci,FAVOR,_,_,1281251172452614144
"Is @realDonaldTrump going along with operation lockstep?
This sinister and demonic plandemic from the Rockefeller foundation and Bill Gates is being implemented and the president is doing NOTHING to stop it.
If I don't vote for Trump, this will be the main reason",fauci,FAVOR,_,_,1281251467698016262
"@EmeraldRobinson He is wrong about HCQ, but was right about HCQ in 2005?",fauci,FAVOR,_,_,1281252519881170950
@reaIDonalTrump_ . @realDonaldTrump POST THE SAME QUESTION - GET THE SAME RESULTS -,fauci,FAVOR,_,_,1281277530591330305
"@fox35orlando “Cases” ?
How many people are sick
How many hospitalized FOR #coronavirus as opposed to WITH 
#coronavirus 
How many in ICU
How many on the all-important VENTILATORS",fauci,FAVOR,_,_,1281284289074810881
@IngrahamAngle Enough of these deep state rotten bastards,fauci,FAVOR,_,_,1281288649024266240
@reaIDonalTrump_ Here here,fauci,FAVOR,_,_,1281288909578735617
@DSGT_Wilson This man changes his mind more than any woman I’ve ever known! GEEZ! Shut up Fauci!,fauci,FAVOR,_,_,1281292713543888898
@lsferguson @gatewaypundit Time to say goodbye to Fraudchi.,fauci,FAVOR,_,_,1281299722528067596
@gatewaypundit @KristinnFR Still waiting for them to,fauci,FAVOR,_,_,1281307783397355525
@cjtruth We need more to do this!!!,fauci,FAVOR,_,_,1281310152826793984
@thehill Stop his paycheck.  Freeze his assets.  Let him experience the loss he's so willing to foist upon others.,fauci,FAVOR,_,_,1281310576933613568
@lawyer4laws he doesn't hope for herd immunity?  for his vaccine???,fauci,FAVOR,_,_,1281313342011977731
@CharminUltra17 Dr. Falsi should seriously consider kissing my ass.,fauci,FAVOR,_,_,1281318869974556672
@BuckSexton Let’s just shut down Fauci instead!,fauci,FAVOR,_,_,1281324196837105674
@realDonaldTrump @WashTimes your corrupt Dr Fraud Fauci says to discount the low death rate.,fauci,FAVOR,_,_,1281340944927936514
@TommyG Im English and even i cant bear anymore of this little weasel :rolling_on_the_floor_laughing:,fauci,FAVOR,_,_,1281344429169745920
"@chuckwoolery Dr Faust sold his soul a long, long time ago...",fauci,FAVOR,_,_,1281345039130492930
@kylieatwood Thats why Fauci has to go,fauci,FAVOR,_,_,1281350901777793026
@cjtruth @LisaMei62 No one does.,fauci,FAVOR,_,_,1281355624765415424
@mitchellvii @gatewaypundit Screw this guy!,fauci,FAVOR,_,_,1281356986542706688
Let’s make this trend,fauci,FAVOR,_,_,1281381267548917760
@gerron_prince @DebraMehrtens @cnnbrk I am NOT a Trump supporter and do not trust Fauci. Fauci is no different than Trump. He too also has conflicts of interest. We need to stop being divided and come together. :v:,fauci,FAVOR,_,_,1281389623214772227
"President Trump is calling out that rat Fauci on Hannity right now, love it.",fauci,FAVOR,_,_,1281402026665168896
"So happy to hear @POTUS say Fauci has mad a lot of mistakes! 
#NoMasks",fauci,FAVOR,_,_,1281402429695819776
"@realDonaldTrump We are all being lied to by Dr. Fauci and the CDC.

In Florida, the death toll from Corona Virus is 3,778

But the current number of deaths from Influenza is 10,991

Using the CDC's own numbers the lethality of Influenza is far greater than the Corona Virus!",fauci,FAVOR,_,_,1281411370576207873
"We are all being lied to by Dr. Fauci and the CDC.

In Texas, the death toll from Corona Virus is 2,628

But the current number of deaths from Influenza is 11,431

Using the CDC's own numbers the lethality of Influenza is far greater than the Corona Virus!",fauci,FAVOR,_,_,1281413908109176834
@realDonaldTrump Why don't you step up and,fauci,FAVOR,_,_,1281425971741102081
@JGibliant @MarkSimoneNY @IngoldIsrael He is a Criminal! His skeletons are starting to fall out of the closet...,fauci,FAVOR,_,_,1281430351835992064
"@the_resistor @realDonaldTrump Bogus? Even CNN had to report that it works, because it does! Plenty of proof in many nations including ours.",fauci,FAVOR,_,_,1281453007725572096
@POTUS #fauci is a #pharmashill He is working AGAINST YOU! He is a #foxinthehenhouse,fauci,FAVOR,_,_,1281517551520854017
"@SAokalani @mitchellvii The longer he keeps Fauci at this point will only hurt him. Because people want Fauci gone at this point. It's time for @realDonaldTrump to cut bait, when it comes to Fauci.",fauci,FAVOR,_,_,1281523398808465409
@chuckwoolery Fauci should seriously look at shutting his mouth.,fauci,FAVOR,_,_,1281533853761331201
@ElwoodBlewz @BuckSexton COVID-19 will be responsible and where a mask at protests #Science #Data,fauci,FAVOR,_,_,1281552509002186752
"@YoungAwakeMia @TheRDVizionzion @Qanon76 After seminars, speeches, and being a worldwide leader in global pandemics
dr. Anthony Fauci hadn't been planning stocking mask :mask: at everyone's local @cvspharmacy for the last ten years! GTFOH",fauci,FAVOR,_,_,1281557734761078786
@NBCNews I think @POTUS should sit out any discussion on mistakes. Dr Fauci is an expert in contagious diseases and has given the best information as he knew it at the time. COVID-19 is a NEW virus and even the experts are learning from it.,fauci,FAVOR,_,_,1281566385005645824
"@CNBC Why are we not reporting deaths anymore?:thinking_face:

#CoronavirusScam 

#DemocratsAreDomesticTerrorists",fauci,FAVOR,_,_,1281587682943131655
@maahh68 @MailOnline Agreed!,fauci,FAVOR,_,_,1281591611911057409
"@biannagolodryga Fauci has Continuously lied and mislead the public. Fauci said lockdown was to manage hospital capacity which was done in April. Since then he has said it needs to continue to stamp out a virus. Fauci lied about masks, lied about cruises.",fauci,FAVOR,_,_,1281601728815693825
"Sure, sure #BuyGoya  But also, remember... Fauci delenda est!",fauci,FAVOR,_,_,1281606306013548545
@brianstelter You have a reputation for having major conflicts of interest with #BigPharma Brian why don't you actually be a journalist and report on that...oh yeah its bcuz CNN is a captive agency of Big Pharma. You have no spine Brian,fauci,FAVOR,_,_,1281613285100584962
@PeterkinAndrew @brianstelter They BOTH lie. People in power lie! Fauci has major conflicts of interest with #BigPharma and does not care about us. He cares about his own net worth.,fauci,FAVOR,_,_,1281614853095006208
@agingdiscoqueen @brianstelter Fauci has conflicts of interest with #bigpharma He is anything but an honest person. Oh and I don't support Trump but people need to stop making it a choice between Trump and Fauci. Such simple minded thinking,fauci,FAVOR,_,_,1281615393182883840
@Carolinabearfan @brianstelter I can't speak with Bill Nye but Fauci and Gupta have conflicts of interest with #BigPharma,fauci,FAVOR,_,_,1281616342827896834
We can hear from the #MSM @FoxNews @CNN which Baskin Robbins employee in the Futbuck Egypt has #COVID__19 but not a list of all who have died and what existing conditions they had? #schoolsreopening #Scamdemic #FakeNews,fauci,FAVOR,_,_,1281627624855359488
"@politvidchannel @Joyfulvink94 The only person speaking the truth is Dr. Fauci.

But @realDonaldTrump WANTS TO HIDE THE TRUTH ABOUT #COVID19 

That is the reason he is not at the #COVID__19 task force briefings.",fauci,FAVOR,_,_,1281629936717971461
"@Rparkerscience @EdwardSurett @gatewaypundit Well if she offers Half truths, better than Fauci’s No Truth! 
I won’t Know because I haven’t listened to either be one sine Day One!",fauci,FAVOR,_,_,1281634054425714693
@realDonaldTrump you seriously cannot in good conscious keep Fauci in power after his reckless comments today on shutting down the economy again for this weak virus! He is a danger to the American public.,fauci,FAVOR,_,_,1281660320428113920
"@77WABCradio Fauci is a self-serving, self-righteous, arrogant a$$.",fauci,FAVOR,_,_,1281664655446999040
When you do the final segments of your show about those who have died from #COVID19 #COVID I always get chocked up. @NicolleDWallace #WearAMask #ListenToFauci,fauci,FAVOR,_,_,1281695363360006144
"@Kimberl65375494 @aginnt @EWoodhouse7 @GovAbbott Fauci changed it early April in a press conference.

#Treason",fauci,FAVOR,_,_,1281710362690297856
Is @realDonaldTrump FINALLY calling out FAUCI saying he’s been wrong many times? Isn’t it abt time?:pray::two_hearts:,fauci,FAVOR,_,_,1281718062413209601
"@realDonaldTrump You’re the disease. You’re killing Americans and lying about it. 63,000 new cases today. You’ve not taking it seriously. Florida Texas and Arizona who followed your lies are facing death. You’re an evil fascist. Worst day ever 63k more #TrumpLiesAmericansDie #TrumpLies",fauci,FAVOR,_,_,1281719745532829696
Does any Sensible American actually believe the number of DEATHS from COVID reported by CDC or Media? When will ALL the LIES STOP?:pray::two_hearts:,fauci,FAVOR,_,_,1281719753573371905
@alaynatreene @hannahkuchler Unelected #bureaucrat with a Napoleon complex. No AIDS vaccine after 40 years. He is #humangarbage that makes money from vaccines and drugs by pushing misleading information.,fauci,FAVOR,_,_,1281722025556443136
@theblaze That’s because no one believes him any more.,fauci,FAVOR,_,_,1281726853179416576
"@MayorGimenez Wait.

The police can't stop COVID-19.

Only citizens can slow the spread to manageable levels. 

You are naive to believe that the majority of Miami-Dade citizens are going to practice social distancing and wear masks.

#MiamiDade 
#FloridaCovidEpicenter 
#COVID19",fauci,FAVOR,_,_,1281729818531450881
"Wear a mask? Whatever happened to “my body, my choice”?

#MaskUpMichigan 
#COVID19",fauci,FAVOR,_,_,1281749461497188352
@AliNouriPhD Fauci is in Bill Gates's pocket. Corruption runs deep. #plandemic #scamdemic #scamdemic2020,fauci,FAVOR,_,_,1281763284530552834
"@T_Inglesby He's a lying POS.  He's served 6 Presidents, totally corrupt.  He took $3.7 million of taxpayer's money, gave it to the Wuhan lab.  Any true health professional knows that wearing a mask to keep out a virus, is like putting up a chain link fence to keep out the wind.",fauci,FAVOR,_,_,1281819547113156608
@Dimi @rweingarten @FT @realDonaldTrump #Fauci should be sued for malpractice over the hydroxychloroquine hysteria he spread. He wants to cash in on his vaccine connection with B. Gates. #HydroxyChloroquineWorks IT Saves lives -,fauci,FAVOR,_,_,1281831424350253062
"@T_Inglesby Tom,

NIH Cancels Funding for Bat Coronavirus Research Project

The abrupt termination comes after the research drew President Trump’s attention for its ties to the Wuhan Institute of Virology.",fauci,FAVOR,_,_,1281843979257106432
@drdavidsamadi #FourFootFauci cant be trusted!  He’s undermined Our Favorite President from the beginning!,fauci,FAVOR,_,_,1281912036390318082
"@thehill We aren’t in the clear. This will not “magically disappear.” Science is our arsenal, Fauci is our Patton.  The premature drive for normalcy-to send children to school-will be an historic, irresponsible strategy. Not until there is a vaccine are we safe.",fauci,FAVOR,_,_,1281934668280012805
@SnakebiteJones @dphaw That’s a good question. They may have #Covid19 but it’s mild so no one knows. One would think they have a lot of #commorbidities. Let’s ask @DrAnthonyF ?,fauci,FAVOR,_,_,1281942654624903170
@iDaveHasQuesti1 @trainman_lover @realDonaldTrump NOT. Happening!  That’s what the Demoncrats are Paying him to say!,fauci,FAVOR,_,_,1281956336318767104
Covid-19 has a wide spectrum of disease: the same virus leads to no/mild symptoms in some and severe critical illness (multiple organ dysfunction/failure) requiring hospitalization and ultimately death in others.,fauci,FAVOR,_,_,1281958779089821697
@EpochTimes No mistakes. He has committed crime against humanity. He should be in jail. #FireFauciNow,fauci,FAVOR,_,_,1281962129717960705
@dpakman How many dead by the virus and not something else thats counted as the virus?,fauci,FAVOR,_,_,1281962174924099586
"@thehill Trained #medicalexperts vs. #COVIDIOTS 
Yet #MAGAts still believe #Trump over",fauci,FAVOR,_,_,1281992272687620098
@thehill Fauci is a fraud who wants to destroy the Trump economy.,fauci,FAVOR,_,_,1282001246266826760
It doesn't seem like Fauci is saving lives if he is ignored. Perhaps resigning would be more of a wake up call to some. #coronavirus,fauci,FAVOR,_,_,1282006857314230272
"@larainenewman Is that yet ANOTHER #COVID19 symptom?
Asking for",fauci,FAVOR,_,_,1282011273895395328
@SidneyPowell1 @Wyn1745 @realDonaldTrump @GenFlynn @TuckerCarlson @JennaEllisEsq @molmccann there will be a revolution...he needs to be fired,fauci,FAVOR,_,_,1282024497269227520
@HighWireTalk Why is he still walking free? He should be in jail already!,fauci,FAVOR,_,_,1282026520429699074
@JakeLobin Anyone who wears a mask should NOT be voting! #debunkthisfauci,fauci,FAVOR,_,_,1282055409835159552
"@wolfblitzer @barbarastarrcnn See datt did not hurt , now tell America to wear the damn Mask @WhiteHouse @WHNSC @CDCgov @HHSGov #brix",fauci,FAVOR,_,_,1282070307814219783
@newsmax The only thing that should be shut down (or shut up!) is Dr. Fauci!,fauci,FAVOR,_,_,1282113502023421954
"@NBCNews A lot of mistakes?  Yes, that's putting it lightly.   Fauci's only been 100% incorrect, 100% of the time.  Hes been wrong every single time- during this entire ordeal.  So yes, I'd say @POTUS is accurate in criticizing Fauci.

#debunkthisfauci 
#FireFauci",fauci,FAVOR,_,_,1282137925900279808
"@CBSNews Wait a day and he will say the opposite.  

He is responsible for the deaths of thousands of people who trusted him when he lied about Hydroxychloroquine.

#FauciLiedPeopleDied",fauci,FAVOR,_,_,1282150262132662275
@alexsalvinews Fauci has been wrong on everything.,fauci,FAVOR,_,_,1282157552524914689
"@BreitbartNews Just means the #MSM #cdc and Medical Establishment have done a great job in creating panic - lies and deceit always take the fast-lane.
The Truth is slow, methodical BUT unstoppable - takes time to perpetuate. #COVID19 #FauciTheFraud",fauci,FAVOR,_,_,1282275775157346304
"@jaketapper “Mask don’t work”,",fauci,FAVOR,_,_,1282293746688593924
"So this whole #COVID19 is the Biggest Cash Scam in history, @realDonaldTrump the TRILLIONS OF DOLLARS SCAMMED IS CRIMINAL, END IT NOW IT'S ALL A MONEY GRAB MAINLY FOR DEMOCRATS BUT MANY GOP HANDS IN COOKIE JAR.
END THE SCAM
FIRE THIS",fauci,FAVOR,_,_,1282305541461741569
@PeteButtigieg However when the medical experts become POLITICAL we have a problem!,fauci,FAVOR,_,_,1282332550422245376
"@thehill Trump is killing Us
It's the flu
It would disappear
It only affects old people
It was a blue state thing
Stop testing
Liberate
Go to work, bars, restaurants, rallies
Send the kids to school
Killing Red State and Blue State Americans",fauci,FAVOR,_,_,1282347862118940677
Love how the media and Dems are pushing qanon “conspiracy theorists” as crazy but they all believed trump was a Russian asset with no proof! You can’t make this shit up man. #qanon #wwg1wga,fauci,FAVOR,_,_,1282354602352967690
"@QTAnon1 Fauci seems to think he's good at predicting things.

He's not though.",fauci,FAVOR,_,_,1282367965384585216
I've always practiced proper hygiene before all this covid stuff started and even though I don't agree with the mask order I followed it and still got it... So getting it is pretty much inevitable let it run its course. #COVID @CDCgov @BillGates,fauci,FAVOR,_,_,1282370050620522498
"@peterbakernyt @jonkarl @nytimes @SienaResearch Thanks to the #FakeNewsMedia — but thank goodness, those of us who don’t participate in polls...or know anyone who does..know that Dr. Fauci is a total fraud.",fauci,FAVOR,_,_,1282374969914269696
@CBSNews Says the guy who actually worked with China’s Wuhan lab to experiment on the coronavirus....,fauci,FAVOR,_,_,1282379470855221248
"@realDonaldTrump 

This is your daily reminder to",fauci,FAVOR,_,_,1282384642339934209
Butthead trying to get rid of Dr. Fauci because he is against injesting bleach and taking hydroxychloroquine.  This should be the last straw for us!  He wants us ALL to die.  He is done and he wants to take us with him.  It's his way of activating the codes.,fauci,FAVOR,_,_,1282393279611510784
@keithboykin @MalcolmNance @RonDeSantisFL @POTUS @VP @RonDeSantisFL failed to lead #COVIDIOTS #TrumpDeathToll137K as @WhiteHouse tries to discredit,fauci,FAVOR,_,_,1282400799352659968
@kylegriffin1 Hey @WhiteHouse #AnthonyFauci never told anyone on live TV to inject disinfectant. That’s all. That’s the tweet. #TrumpVirus2020 #TrumpVirusCatastrophe #trumpVirusKillsAmericans #TrumpKillsAmericans #TrumpKillsAmericans,fauci,FAVOR,_,_,1282402476050780163
"How embarrassing to know WH advisors have to praise the ego of Jackass-in-Chief to coerce him to want to protect others by wearing a mask. 
#TrumpResign",fauci,FAVOR,_,_,1282406981685436419
"@NBCPolitics Coming from the #OrangeDon who said inject bleach, take hydrochloroquin, don’t wear a mask, and Corona will disappear.",fauci,FAVOR,_,_,1282420976588816386
Who knows more about #Covid_19 #coronavirus ? (Hint: Same answer as who knows more than the generals about ISIS...  )  #Trump,fauci,FAVOR,_,_,1282423956352512002
"Dr. Fauci sought to discredit HCQ possibly costing thousands of lives, has been complicit in overstating the spread and death rate of CV19 and flip flopped on masks",fauci,FAVOR,_,_,1282425158825893888
"Stop saying Dr Fauci should resign. He is more than a tv Dr. The man works 18 hr days trying to get a vaccine. Ignore the noise from the White House.
#Fauci",fauci,FAVOR,_,_,1282427823966150656
"@noella_teacher Fauci has not been right about anything. He clearly has an agenda. He has never mentioned ways to boost your immune systems once. Never mentioned vitamin D, C, A, Zinc, iodine. He is a complete Big Pharma rump swad.",fauci,FAVOR,_,_,1282428556786774016
@RavenMoonstone Guy has no medical background at all yet has the most influence in the world when it comes to vaccines,fauci,FAVOR,_,_,1282435128963235840
“The masks are important for someone who’s infected to prevent them from infecting someone else” - Fauci 3/8/20 saying RIGHT NOW—before the #pandemic was known to have really hit the US—should people be walking around with masks and save PPE could be for hospitals,fauci,FAVOR,_,_,1282436970900271105
The great fauci hasnt come up with the hiv vaccines yet and you think there will be a covid vaccine?? Lol ok.,fauci,FAVOR,_,_,1282440413035593735
