Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@LanceRidenerStu Sorry about ur issues but wearing a mask can feel like a symbol of submission and can be stressful, dehumanizing &amp; degrading &amp; seeing others masked up is dystopian. There are psychological/mental issues at play w/ people who have mask-induced anxiety.",face_masks,AGAINST,_,_,1280756809318445059
Not wearing a mask is the equivalent of driving drunk!,face_masks,FAVOR,_,_,1276194566341832705
@AllanRo86180139 @EstherThePig @LetitiaMontana @UnityHealthTO I am a decent human... u know who's not... people who watch people get beat up or killed in the streets and just stand there thinking they are a hero for getting it on video!! Someone like me would step in cuz I'm decent. #WearAMask fuck no my body my choice thanks,face_masks,AGAINST,_,_,1280769958398398468
"I can only assume the idiots not wearing masks because they 'restrict breathing' must also remove the air filters from their cars, furnaces, and lawnmowers so they don't get damaged
#Covidiots",face_masks,FAVOR,_,_,1276194948434374657
My work stops paying me hazard pay but now requires face masks.... why,face_masks,AGAINST,_,_,1280787052976435200
"Not wearing a mask is the new murder-suicide.
.",face_masks,FAVOR,_,_,1276195002696323072
I only counted seven people wearing facemasks in the town centre this morning. Maybe the rain makes them even more uncomfortable. #freedom #revolution,face_masks,AGAINST,_,_,1280795903645884417
"@Goss30Goss Wear a mask, it beats wearing a ventilator.",face_masks,FAVOR,_,_,1276195430125142016
"Think about it...

Viruses are much smaller than pollen... but you can't prevent hayfever by wearing a mask....",face_masks,AGAINST,_,_,1280796249248223232
"Has anyone experienced MAGA people conflating BLM and mask-wesring? Apparently believing in community and equal rights now makes me a sheep. :sheep: So I guess Baa Baa Baa, Baby! #BLM",face_masks,FAVOR,_,_,1276195652544970752
"@KateShemirani Got on a bus yesterday for the first time in months when asked why I am not wearing a mask I simply replied it is against my religion, had I been challenged on what religion that is I would of replied Q! Then let them go look it up for themselves! 
#WWG1WGA #NoMaskOnMe",face_masks,AGAINST,_,_,1280796348502114305
@NorthmanTrader I've got covid fatigue and mask fatigue but I'll still,face_masks,FAVOR,_,_,1276196542169460737
Mandatory use of face masks infringes on our freedom as human beings and should not be allowed.,face_masks,AGAINST,_,_,1280796809758212096
"In the last 5 days NYC had nearly 300,00 Covid-19 testing done and only 1% of those came back positive, that’s pretty impressive considering how bad we had it months ago",face_masks,FAVOR,_,_,1276198165377617921
The virus is airbourne and can float about for hours &amp; can blow great distances on the wind... a mask does not protect you from inhaling it and it will gain access via any mucous membrane including your eyes...,face_masks,AGAINST,_,_,1280799728406540289
"All these people saying how they can't breathe in a mask... but has one person passed out?

None that I've spoken to.

Clearly you CAN breathe.",face_masks,FAVOR,_,_,1276199127051833345
"@MargieC92629 Shut up, sheeple! Just another Liberal moron.",face_masks,AGAINST,_,_,1280811570487087104
@crcchidester @missmonikasmith You may have had it and didn’t know. And you may have infected someone like @missmonikasmith Does that feel as good as you’re not wearing a mask?,face_masks,FAVOR,_,_,1276200011492188160
"@realDailyWire Were you wearing a mask when you were infected? 
And, who cares what Tom Hanks thinks.",face_masks,AGAINST,_,_,1280813733883846658
"@Kelleyrose20 @LedZepplin1970 @sablt63553542 @bexgreene @ODDWORLD2020 @DeweyBreen @tucker08087 @Layne61620388 @tracy070798689 @PetraMcCarron2 @lillyhollywood1 Hi! Snarky here. I have just declared the hill on which I will die, but if you want to know you’ll have to follow me! #BidenHarris2020 #Resist",face_masks,FAVOR,_,_,1276200032207810569
"@GovRonDeSantis Thank you for your leadership and not pushing the fear and lies being created to push mail-ballots for Dems and China to steal our 2020 election!  
#NoMailInBallots",face_masks,AGAINST,_,_,1280815741806284800
"If you’re not wearing a mask, I am not doing business with you. I’m not buying your products, your services or condoning the behaviors that show a complete disrespect to all other humans. #boycottnomasks #maskupcolorado #maskupeveryone",face_masks,FAVOR,_,_,1276200274193858560
@CNN @zbyronwolf Why is there even any debate about going back to school? Everyone but a few Libiots know this was a SCAMdemic! The gig is up!,face_masks,AGAINST,_,_,1280817277596848128
Tommorow we move into phase 4. Please wear a mask in public if you don't want to stay at home. I do not want to go on another lockdown. #Chicago #COVID19,face_masks,FAVOR,_,_,1276200359451676678
@TX_WalkerRanger No mask here.,face_masks,AGAINST,_,_,1280817424699478016
If you hate wearing a mask... you’re REALLY not gonna like a ventilator,face_masks,FAVOR,_,_,1276200527177453568
@charynpfeuffer When you see someone wearing a mask do you think they are an uninformed sheep for not knowing that they are ineffective against blocking SARS-COV-2?,face_masks,AGAINST,_,_,1280818118126788608
"'I have a two year old son. If I did not take a pregnancy test 3 years ago, I would still have a son today.' Couldn't say it any better. Not testing will not make it disappear. 
#testing #COVID19 #TrueStory #CNN",face_masks,FAVOR,_,_,1276202205134151681
@itsjimber @grey_ghost47 Federal Law protects you from having to tell them what the condition is :raised_hands:,face_masks,AGAINST,_,_,1280822084344692736
Suggested job interview question: “Do you wear a mask?” A “no” response should be disqualifying. #WearADamnMask #WearAMask,face_masks,FAVOR,_,_,1276203572133232640
Was in @SuperValuIRL Lucan today. No masks on any staff. Groups of staff chattng including what look like managers hanging around. Did not feel safe. Very disappointing. #supervalulucan #lucan #covid19 #supervalu @SimonHarrisTD @CovidIreland,face_masks,AGAINST,_,_,1280832758676426753
"@Amy_Siskind And wear masks and distance yourself even if you’re in a low Covid-19 state to keep it that way. 

I’m talking to you @RockawayBeachNY!!!",face_masks,FAVOR,_,_,1276204452383506434
"@CNN **SCAMdemic** There, I fixed it for you asshats again. Nothing going on out there except for pointless, non accomplishing protests. The gig is up.",face_masks,AGAINST,_,_,1280838787753488384
"Wearing a mask out in public for other's safety and/or your own doesn't mean you love wearing masks. Like, I still hate them and I hate everything about wearing one. It's not comfortable. But I still do! Stop being selfish.",face_masks,FAVOR,_,_,1276205345254318081
"Let’s hear from anyone who became ill from mask-wearing, any fungal or bacterial infections.  Please RT so they can find and comment.  @BusyDrT @SharylAttkisson @michellemalkin #masksdontwork",face_masks,AGAINST,_,_,1280843348115423233
"@GavinNewsom COVID cases = 0.45% of CA population
COVID deaths = 0.01% of CA population

AS IN 0%

WHAT HONEST PERSON would claim deaths of 0.01% of pop, mostly fragile compromised elderly, is a PANDEMIC?

Requiring masks is ONLY about FORCING NEWSOM'S PERSONAL AGENDA on CA.",face_masks,FAVOR,_,_,1276206973877272577
"@CamGuthrie @MissRileysays @cityofguelph @WDGPublicHealth In what way does the infection or death rate NOW qualify for a mandatory mask order when we had many more cases months ago and no mask order in place.
The inconsistency and late action across all levels of government mean either incompetent or you do not have the answers.",face_masks,AGAINST,_,_,1280845001505804288
"@realDonaldTrump @NYCMayor Are you having FUN, yet @realDonaldTrump? :zany_face: “Wear A Damn Mask”.",face_masks,FAVOR,_,_,1276208520334135296
If you’re an adult attacking another adult for not wearing a mask - you are a bully !!!,face_masks,AGAINST,_,_,1280847349162655746
"complications as well as medical discrimination, and it's even worse for people of color. We need you to wear the mask to help keep us safe, so using the ADA to justify your actions is that much more despicable. 
Sincerely, 
Actual disabled and sick people",face_masks,FAVOR,_,_,1276211306287284224
The easiest and fastest way to lose my business is tell me to wear a mask while going thru your drive thru for food.,face_masks,AGAINST,_,_,1280861103283744768
UK Covid 19 is still with us. All those who went 2 the beaches today r the most selfish stupid people. No masks no social distancing. I really hope the EU stops u travelling. You wanted out of the EU well stay out.....#infectedIsland #UKStupid #ToryGenocide,face_masks,FAVOR,_,_,1276211977925337093
"@nbcjeanelle @nbcbayarea Some people cannot breathe through masks.

Some people’s lungs collapsed from wearing masks, passed out, gotten seizures, died.

#MasksDontHelp",face_masks,AGAINST,_,_,1280866747684290560
About the masks - they’re not a political statement. They’re an IQ test. So get smarter by wearing one. Duh.,face_masks,FAVOR,_,_,1276212619133751298
"@katlia124 It’s abuse and harmful for them.
Look up Hypoxia.

Literally people who use those damn masks for a long period of time, they are poisoning themselves.",face_masks,AGAINST,_,_,1280872221267943425
@JenKirkman @GavinNewsom It’s totally people in LA tooI just finished a dr apt at Cedars-Sinai Hospital and a man was sitting outside the main entrance WITHOUT A FUCKING MASK! It’s a FUCKING HOSPITAL YOU DUMB FUCK.,face_masks,FAVOR,_,_,1276213403527208962
"@clarkfornorman @jospacebear Hey, Mayor “Mask your face” from Norman. BLM is a Marxist organization that creates homegrown terrorism. She doesn’t deserve to be called a C***, but she is a liberal transplant who disrespected our state with her stupid comparison.",face_masks,AGAINST,_,_,1280872993535729665
"@richardmarx saw your interview on @CNN. You get it! It's baffling that so many don't. Seat belts, speed limits, traffic laws...all good examples of rules of behavior we all implicitly or explicitly agree to for the good if all. Masks is just one more. Simple.",face_masks,FAVOR,_,_,1276213457885564929
"@MajorPatriot I read this article where 2 boys in china dropped dead after having to wear a mask in gym class and while they were running laps outside. 
They said it was sudden cardiac arrest but they wouldnt even do autospies. 
Those schools need to be charged with homicide.",face_masks,AGAINST,_,_,1280876063254601729
So the penny has finally dropped about face masks.,face_masks,FAVOR,_,_,1276213478970269703
"I personally won’t be wearing a mask outdoors, &amp; hypocrite Gov Phil Murphy can sign all the executive orders he wants, but i for one will not obey this order. I’m signing my own executive order, it’s the feel free to do as YOU see fit my fellow New Jerseyans, #NewJersey",face_masks,AGAINST,_,_,1280881031357386752
"#Montana news channels have named this time ""The Rebound"" but also just published this:  ""Montana reported 37 new cases of COVID19 Thursday, June 25.  That is the highest single-day jump in cases since the virus was first reported in Montana on March 13"" #COVID19",face_masks,FAVOR,_,_,1276213675381026816
"@RRISD 
Under no circumstances should children be expected to wear masks 8 hours a day to attend school. Its dangerous and its child abuse. How about just telling the parents who are concerned to keep their kids at home and do distance learning?",face_masks,AGAINST,_,_,1280881617381269504
"Sometimes I wonder if these people who think they know more than people are actual experts, realize how fucking stupid they sound? #FloridaWoman #FloridaDeepState #Devilswork #wtf2020 #COVID19",face_masks,FAVOR,_,_,1276213804926287872
"If masks are so great, why does it matter if I’m not wearing one when you are?

#mask #masks #MasksSaveLives  #maskholes #maskhoaxe #whymask",face_masks,AGAINST,_,_,1280884533215162373
"Lots of news outlets and leaders have constantly gone back &amp; forth with masks’ efficacy, which i can understand has caused the mass confusion. 

Idc if wearing a mask has a 1% chance of stopping the spread, it’s 1% more than i would’ve had otherwise.",face_masks,FAVOR,_,_,1276215282768457728
"@catturd2 Some useful facts:

COVID19 virus size- between 0.06 &amp; 0.14 microns, average is 0.125

N95 mask filters down to 0.3 microns

Surgical mask filters down 1 micron

Fabric mask filters down to 3 microns at best!

You are being lied to. Masks are #useless

#MasksOffAmerica",face_masks,AGAINST,_,_,1280884771862704130
@polarsprite God gave me a beautiful set of lungs. That's why I wear a mask.,face_masks,FAVOR,_,_,1276215751704223750
"@realDonaldTrump @CDCgov Why not get the truth out NOW about this ridiculous HOAX ?? Americans are sick of the crap. I’m on a mission to take down @GovAbbott &amp; I’m a Republican! That’s what Dems want, isn’t it? Hope all will get behind @WatchChad so Texas doesn’t go blue!!",face_masks,AGAINST,_,_,1280889590660968451
"Had an atypical day volunteering with #MealsonWheels during the #COVID19 #Pandemic.

Made 17 visits to deliver 21 meals.

Spoke directly to 8 seniors (usually I see maybe 3)

After brief chats, all thanked me for the meal &amp; WEARING THE MASK!",face_masks,FAVOR,_,_,1276215999113637893
"@w_kn_wn_th_ng @SchantzCheri @katlia124 @BPPope Speak for yourself and your so called knowledge...i have been sick with sinus infections and asthma acting up since this mask BS came into existence..they are NOT NEEDED, and they are a scare tactic...Fauci saud himself they are pretty much ineffective...",face_masks,AGAINST,_,_,1280893423642382336
"If you refuse to wear a mask please unfollow me ASAP.  

I know I don’t have many followers, but if I do have any pandemic-spreading morons I want to be clear that you are NOT welcome.",face_masks,FAVOR,_,_,1276216423103164416
@McFadden1932 Fascists!  Ugggh.  Masks are dangerous and evil.,face_masks,AGAINST,_,_,1280893625790984192
@realDonaldTrump You’re an idiot. With a gang of idiot thugs at your beck and call. You’re killing your own people. #Biden2020Landslide #BlackLivesMatter #TrumpVirus,face_masks,FAVOR,_,_,1276217031549992963
Just saw a picture of you @GovAbbott on KTXS page I want to know why the man directly to your left and directly behind you are not wearing masks? #RINO #Dictator #AbbottFailedTexas,face_masks,AGAINST,_,_,1280895421049712640
"@TDayShark Native Floridian here who consistently wears a mask. However, half of the people I see do not.",face_masks,FAVOR,_,_,1276217975868133377
@GovMurphy Where's the science that your homemade cloth mask is providing protection? How do you expect people to breath with masks on in this heat? You're a disgrace!!,face_masks,AGAINST,_,_,1280895945849417728
"Masks need to be made mandatory in MI. I was at Meijer and saw many people w/o one. The store said legally they can’t make them. We’ve worked so hard social dist., staying home, and now are numbers are going up. @GovWhitmer @ElissaSlotkin @SenStabenow",face_masks,FAVOR,_,_,1276217979244601351
"@realDonaldTrump @DontDregMeBro While you’re at it Sir, #FireFauci and",face_masks,AGAINST,_,_,1280896465519341568
@MollyJongFast @lauferlaw @GovAbbott put economy before saving lives. Listen to doctors and science next time.  #TrumpVirus #GovAbbottResign #coronavirus,face_masks,FAVOR,_,_,1276218712668934144
"@Patriotize Ive yet to meet a soul, who knows a Soul, that Can tell me of a Soul that has/ has had/sick/died from the ChinaVirus
#BanTheMasks #SelfSuffocation",face_masks,AGAINST,_,_,1280901028393766912
Still recovering from anosmia 90 days later from my “mild” case of #COVID19,face_masks,FAVOR,_,_,1276219031805210627
Masks are NOT a fashion statement. #BurnYourMask #NoMaskWednesday #NoMasks #NoMaskNoProblem #NoMaskMandates,face_masks,AGAINST,_,_,1280907295564738560
"@realDonaldTrump FAKE NEWS AGAIN! You racist ass! A real leader would mandate masks to slow this pandemic! You let our country become the hot spot of the world! Your ignorance has let over 122,000 people die! #TrumpIsKillingUs",face_masks,FAVOR,_,_,1276219044690112512
@L0rdSidi0s79 @GovMikeDeWine #HerdImmunity achieved.  They will not admit it.,face_masks,AGAINST,_,_,1280907496341856256
"I LIVE for the supply chain drama - our Chinese supplier is having manufacturing constraints again due to the ""second wave"" of COVID, so my company is working to second source material for the third time this year. #COVID19",face_masks,FAVOR,_,_,1276219509372829697
"@Erock1991 But you choose to trust the government here? Fuck you! Fuck Murphy! This has been bullshit. And when you're dead in 2 years because that mandatory mask has fucked up your immune system, you'll be cursing him on your death bed!",face_masks,AGAINST,_,_,1280924370374926342
"@cmclymer Not one of the comments was logical or showed compassion for truth, or sanctity of human lives. I’m still wondering how a mask kills a person it would help save lives now. As a 20 year RN I’m so grateful we had PPE to protect us and help us from spreading disease.",face_masks,FAVOR,_,_,1276219652478287872
@GovMurphy I know you don't believe in the Bill of Rights which gives people the right to choose for themselves. I choose to breathe unobstructed. No mask for me. #NoMaskMandates,face_masks,AGAINST,_,_,1280927041097887745
"@LawJSharma Where is the outrage for not being allowed to smoke in public places? How is wearing a mask any different? It is not taking away a person’s liberty, it is a mater of public safety...it is not complicated.",face_masks,FAVOR,_,_,1276219778710081536
@GovWhitmer Take your mask and shove it!,face_masks,AGAINST,_,_,1280928538363924481
@ava The only thing that's killing people when wearing a mask is their bad breath. #Brushyourteeth,face_masks,FAVOR,_,_,1276219896662130689
If you think that a mask is depriving you Oxygen please stop. Prove me wrong with science. Not @FoxNews . How about we ask someone like @intel who employs thousands of folks who work full shift in masks. Are they being lied to and have long term damage? Prove me wrong!,face_masks,AGAINST,_,_,1280934839550488576
"@TobyBerry6325 @mickivick If 2 individuals aren't #SocialDistancing ( within 6 feet of each other) but are both wearing masks.  They reduce the chance of spreading #COVID19 by 98%

Masks are our best option of defeating the virus. 

#WearADamnMask",face_masks,FAVOR,_,_,1276220201952927744
@GovMurphy @mikedohertynj Murph is accusing you of playing politics????   What a hypocritical liar he is.  I promise you I won’t be wearing a mask and I’ve already contacted a Constitutioal Lawyer.  He has no idea who he’s messing with.  @realDonaldTrump please get control of Murph,face_masks,AGAINST,_,_,1280934864691310592
"Seriously, my toddler wears a mask. We practiced at home with toys and each time we put our masks on we repeat “We wear because we care!”",face_masks,FAVOR,_,_,1276220696469929984
"@HeatherSims2 I agree but masks lead to the final goal, mandatory vaccinations...IDChip... REJECT IT..",face_masks,AGAINST,_,_,1280941894600712192
"@RachelBitecofer Indeed. Can you imagine being a twenty-something yr old, survive COVID-19, only to learn you have 40% lung capacity? It's an awful thing to think about but true. #WearAMask #WearADamnMask",face_masks,FAVOR,_,_,1276220969934356480
"@realDonaldTrump I completely agree that kids need to be able to attend school! However, things need to change. Stop indoctrination. Stop sheparding. Also, they must have NORMAL circumstances. No masks. No partitions that create fire hazards. Keep the kids safe!!!",face_masks,AGAINST,_,_,1280953923012976640
Just thinking out of the box here. Do you think if a porn star told Donald that wearing a mask was sexy he’d wear one?She could be an American hero because if he wears one all the cult will too slowing the spread of CV19.,face_masks,FAVOR,_,_,1276220994605236226
"To everyone who wants mandatory masks:
If the government mandated that we HAVE TO eat our vegetables.:broccoli::leafy_green::carrot:  Would  you?  #maskoff",face_masks,AGAINST,_,_,1280963179258970114
"@brianschatz Be respectful and wear a mask :mask:. Remember, there’s a shortage of ventilators.",face_masks,FAVOR,_,_,1276221124595142659
"@SWest85582753 Are you daft?  I don't need you sending me this fear propaganda over a fake virus, fake pandemic. I will not wear a mask, and I will continue telling everyone not to! #NoMasks",face_masks,AGAINST,_,_,1280975675130810370
@thehill @LordstownMotors I’m not buying anything you are selling. Wear damn masks.,face_masks,FAVOR,_,_,1276221335321088000
"Just saw a mom and her 2 girls, ages 3 and 4 , come into the post office and these poor little girls were wearing masks! They touched their faces and masks 25 times in less than a minute!! Kids should not be wearing masks!!",face_masks,AGAINST,_,_,1280978053502513152
@KatyTurNBC’s “just wear a mask” exasperation is all of us right now.  Thanks Katy!,face_masks,FAVOR,_,_,1276222002089603074
"@MaryGraceMedia .@henrymcmaster Stick them mask right up where the sun don't shine! YOU HAVE NO CONTROL OVER US!

PERIOD!",face_masks,AGAINST,_,_,1280979152796102656
"@WajahatAli @RexChapman Yes, life-saving masks are MUCH more insane than kneeling on another human being’s neck for nearly 8 minutes. Incidentally, you’re a horrid human being for mocking a deceased man’s last words. #BLM",face_masks,FAVOR,_,_,1276222814819880960
@AlexBerenson Cloth masks are liberal's fashion accessory.....,face_masks,AGAINST,_,_,1280992325439827973
Anyone else notice that the people fighting against wearing a mask in public are EXACTLY the ones who should want to cover their faces? You wear clothes when you go out for the same reason you should wear a mask. Public Decency.,face_masks,FAVOR,_,_,1276223272036847616
"Ok @Safeway you are on notice.
You DO NOT HAVE THE RIGHT TO ASK ME IF I HAVE A MEDICAL CONDITION THAT PREVENTS ME FROM WEARING A MASK, MAKING ME TELL YOU VIOLATES MY HIPPA laws! Tell your door nazis to stop asking and stop harassing people without masks! #hippa #ADA",face_masks,AGAINST,_,_,1280993247603482624
"@MeanwhileinCana Better generations sacrificed careers &amp; lives 
for Canada in World Wars.

All Your Country is asking of YOU is to keep 
your spit yo yourself..
and THAT is a bridge too far for those those
spoiled babies.

I wear a Mask because I LOVE Canada.

#GrowUp #Covid19",face_masks,FAVOR,_,_,1276223684043300864
"There are more COVID-19 cases in low-risk populations (young people), but deaths are not going up. The fact that there’s a lot of cases, means the young develop immunity and their immune systems become stronger, and thus they do not spread it to the older, sicker people.",face_masks,AGAINST,_,_,1280993789532758016
"These places that say they cannot force folks to wear masks, like a clinic in @CityofBranson is full of bull:shit::bangbang: I’m in Jonesboro, AR at a clinic and they give you a mask if you don’t have 1. If you refuse to wear-they refuse to serve you:bangbang:",face_masks,FAVOR,_,_,1276223801483759622
When I see people wearing masks inside their cars with their windows up I’m going to go ahead and just assume that they’re voting for Biden and that they were “with her“. Because that is a literally how stupid you have to be. #MasksOffAmerica #TakeTheMaskOff,face_masks,AGAINST,_,_,1280995786533285894
"@AriMelber Some, yes..... some no. It infuriates me when people don't follow the science and take it more seriously. Some can't be bothered with masks etc. In the case of this virus, what you do affects everybody, not just you.",face_masks,FAVOR,_,_,1276224740819173381
@nypost From wearing those stupid masks no doubt.,face_masks,AGAINST,_,_,1280997584778256386
@abbydphillip @Yamiche Nope. #StayAtHome,face_masks,FAVOR,_,_,1276226455437848576
"@JGregoryyy @johnnymauler @IdkDish @JennyBK74 @GovMurphy @nytimes Masks do not keep you from getting coronavirus. That is a scientific and medical fact. If they kept you from getting sick, China, Korea and Japan would have not gotten the virus at all. Since I am Japanese, I know they do nothing. #masks",face_masks,AGAINST,_,_,1280998516945571840
@andrewzimmern @Delta I wish all stores / big corporations would do this.  I see an awful lot of people walking around the grocery stores etc in California where I live with no masks.,face_masks,FAVOR,_,_,1276227012764463104
@klasy @GavinNewsom @tomhanks The longer and more we have to wear masks and the richer he gets. The death rate is .041% and scientist have not been able to show that the virus is spread through the air. They have found it in fecal matter and waste water and that's how it's mostly likely spread.,face_masks,AGAINST,_,_,1281002274580398080
anyone recommend a make/manufacturer/type of masks? bought some crappy cloth type ones that are almost unwearable after 1/2 hr.,face_masks,FAVOR,_,_,1276227756997644290
Wearing Masks and Going to School is an Impossibility for not catching this Virus. Kids can’t and won’t keep their hands off their faces etc. Denying that only means one is just refusing to face reality. :see_no_evil:. Best Case scenario they become or already are immune.,face_masks,AGAINST,_,_,1281005525845475328
"@thehill Why are they wearing safety goggles? 

Probably the answer is that it's responsible and company policy since there is a risk, though slight, of an eye injury.  

Yet, it's too much to ask for them to model responsible behavior and wear a mask?",face_masks,FAVOR,_,_,1276228548366413826
"Since the beginning of this pandemic, I have felt that if I am to contract COVID, then God will get me through it.  I try not to live in fear and put my faith in God. #plandemic #COVIDー19 #whereisyourfaith #imwithjesus",face_masks,AGAINST,_,_,1281017933007732736
"Hey @meganmesserly @AnjeanetteDamon and @MickyWhiteNV, where does one go to report businesses not complying with the mask order? Just visited Pianissimo Coffee and owners were wearing fishnets over their faces in protest, zero social distance. #notsafe",face_masks,FAVOR,_,_,1276229232620789761
A medical mask also known as face #mask is INTENDED to be worn by HEALTH PROFESSIONALS DURING HEALTHCARE PROCEDURES. It is designed to prevent infections in patients &amp; treating personnel by catching BACTERIA shed in liquid droplets &amp; aerosols from wearer's mouth &amp; nose,face_masks,AGAINST,_,_,1281019002018545664
"#Vegas, know that every person you walk past who isn’t wearing a mask right now is a narcissist asshole who doesn’t care about anyone but themself, just like 45*.",face_masks,FAVOR,_,_,1276229358571536384
"@Talkmaster Boortz, you taught us well to check into things on our own. Masks are nothing more than a placebo for healthy people. There is no clear evidence that masks stop any spread. If you’re sick, it may prevent some spreading. But, then again, if you’re sick, stay home.",face_masks,AGAINST,_,_,1281025277292941312
@AngrierWHStaff The hardest part about being out during COVID is NOT wearing a mask. It’s timing your stops so you don’t have to pee in a public bathroom.,face_masks,FAVOR,_,_,1276230116616650754
"@the__Dave_ Not for “coronavirus”  
Pro tip: The CDC thinks they aren’t effective either. #Covid1984",face_masks,AGAINST,_,_,1281029550282100751
"@GovMikeDeWine make wearing a mask mandatory. Protect the vulnerable who live in your state. Do your job. Upping testing is great, but you gotta do more. Everyone should wear a mask in public.",face_masks,FAVOR,_,_,1276230259512352769
"I'm not wearing a Mask with all that I have learned! Don't care what any Governor or Politician directs! They can suck it!
MY BODY MY CHOICE right libtards?",face_masks,AGAINST,_,_,1281036958588944385
Wow I never knew wearing a mask for 5 min could kill. Explains why the surgeons taking out my appendix all passed out during my procedure and years later I still have an open bleeding wound on my right side... Hospitals should really fix that.,face_masks,FAVOR,_,_,1276230510948179968
@aubrey_huff They're already getting fungal lung infections from dirty masks.,face_masks,AGAINST,_,_,1281038271229890560
@aronberg I agree with what you said on CNN with @brikeilarcnn.      We need to educated. Even if it becomes a grassroots education our governor is a disgrace to our state.  Even our mayor in West Palm Beach was only encouraging mask wearing. Not mandating.,face_masks,FAVOR,_,_,1276230947571208195
@aubrey_huff I like seeing others without masks and feeling an immediate kinship :heart::flag_for_U.S._Outlying_Islands::heart::flag_for_U.S._Outlying_Islands::heart:,face_masks,AGAINST,_,_,1281039528464171008
"Lou, can you please post all the studies you reference that say masks are dangerous for kids over 2?
Dangerous misinformation",face_masks,FAVOR,_,_,1276231622656958465
"@hrkbenowen They don’t work. If they worked, we would just open everything up and wear masks.",face_masks,AGAINST,_,_,1281048013054644224
Mandatory Masks finally in Palm Beach county except for medical and religious reasons . WTF type of a fake religion is that ? :face_with_rolling_eyes::face_with_rolling_eyes:  It’s the new “ it’s  against my religion to wear a mask religions“ I guess their god must be orange,face_masks,FAVOR,_,_,1276231702625554434
@atrupar STOP IT! Be a damn journalist. There is plenty of data. There's also data on the conflicts of interest both Birx and Fauci have with big pharma. #FireFauci #firebirx,face_masks,AGAINST,_,_,1281051956145000448
"Can you please post the articles that Lou referred to that say  masks are dangerous for school kids?
Thank you
#FakeNews",face_masks,FAVOR,_,_,1276233720907862016
"@SaraGonzalesTX Fauci is an idiot! He said masks are dangerous, then need to wear them, then asymptomatic rarely transfer, then we don’t know, and now this! Come on people, open your eyes to the lies! Nice, that rhymed :joy: #WWG1WGAWORLWIDE #FalseNarrative #FauciFraud",face_masks,AGAINST,_,_,1281052644170248194
"Some in CA refuse to wear masks because Governor Newsom mandated them. 

Don’t be ridiculous. Put your fucking mask on. Get over your stupid politics. Be better humans. Die mad about it.  

#MaskItOrCasket #MaskUp #MaskOn #Masks4All #MasksSaveLives #COVIDIOTS",face_masks,FAVOR,_,_,1276234596854542336
"@GovTimWalz #NoMasks NEW: Minnesota is on a trajectory for one of the lowest spreads of the COVID-19 virus of any state come November, according to a new national modeling estimate.",face_masks,AGAINST,_,_,1281054523067453442
"@abbydphillip Shocking, not really. They and other folks  that don’t believe in listening to CDC and  NO leadership from the White House just don’t take #COVID19 seriously enough. Their situation is what it is",face_masks,FAVOR,_,_,1276235930248941568
@MaybeAmes @christacyvegas Your not supposed to touch your mask.  Touching has potential to contaminate it.  Anyone buying this is a clown.,face_masks,AGAINST,_,_,1281054813220859906
"@DrDenaGrayson @LoomerJan @realDonaldTrump IL isn't one of them. 

Our governor requires us to wears masks. 

Wonder if that has anything to do with it?",face_masks,FAVOR,_,_,1276236753733660672
"Wearing a mask all day will cause you to test positive for stupidity.
This is apparently highly contagious and widespread throughout corporate America.
There is currently no known therapy or vaccine for this level of stupidity!",face_masks,AGAINST,_,_,1281058802670792705
"I laugh when people complain about how uncomfortable it is to wear a mask or that they’re concerned about CO2 poisoning. Like what do you think surgeons do? What about nurses and surgical techs? Or dentists, dental hygienists, and dental assistants?",face_masks,FAVOR,_,_,1276238099882926082
@CFansEver Take off your stupid masks and just wear the shirt or cap like a normal person!,face_masks,AGAINST,_,_,1281066583712989185
"@WatchingWarrior @JRehling @realDonaldTrump That’s a small fraction compared to 120,000+ deaths! That argument doesn’t work overall you know!  Wear a mask &amp; be safe. Trump’s abandoning this virus to focus on his re-election bid. #VoteBiden2020 #VoteBlueToEndThisNightmare",face_masks,FAVOR,_,_,1276238207957360640
@dbongino @CDCgov @CDCDirector @WGAL @fox43 suggesting any child wear a mask is child abuse!!  These kids have zero risk and arent carriers of Coronavirus!  Adults arent at risk either!!  The numbers and cases are lies to create fear so the left can control and ruin us!,face_masks,AGAINST,_,_,1281074983159115776
"If you believe that Jesus died on a cross save you but you don’t love your neighbors enough to protect them by wearing a mask, you’re a special kind of narcissistic asshole.",face_masks,FAVOR,_,_,1276242808886747136
A choice to CONSENT to what we choose to do with OUR BODIES. Well guess what I do NOT CONSENT to wearing a face mask :mask:,face_masks,AGAINST,_,_,1281080310571163648
"For those of u that want to politicize mask wearing, here’s an idea...wear a damn red mask; wear a #MAGA mask; or wear a mask with dear leader’s face emblazoned on it. We don’t care what kind of mask you wear, just wear a f’ing mask or we’ll never beat Covid-19.",face_masks,FAVOR,_,_,1276243677325586432
@Bartenerds @HolnessD9 Every positive test is counted as a new case. Every positive antibody test is counted as a new case. Testing is not required to count as a new case. ICU beds have been available throughout the plandemic. All that's changed is a tightening metaphorical noose of control.,face_masks,AGAINST,_,_,1281080896850886656
#fredmeyer why are you letting so many people shop without masks despite the state mandate?,face_masks,FAVOR,_,_,1276244101755662336
